friends	DESCRIPTION
.	O

change	O
task	O
2	O
fix	DESCRIPTION
bugs	DESCRIPTION
.	O

change	O
task	O
3	O
having	DESCRIPTION
dinner	DESCRIPTION
with	DESCRIPTION
friends	DESCRIPTION
.	O

search	O
for	O
cs2103	DESCRIPTION
.	O

search	O
for	O
dinner	DESCRIPTION
.	O

search	O
for	O
buy	DESCRIPTION
a	DESCRIPTION
book	DESCRIPTION
.	O

.	O

find	O
for	O
cs2103	DESCRIPTION
.	O

find	O
for	O
dinner	DESCRIPTION
.	O

find	O
for	O
buy	DESCRIPTION
a	DESCRIPTION
book	DESCRIPTION
.	O

mark	O
task	O
1	O
as	O
done	O
.	O

update	O
task	O
1	O
as	O
done	O
.	O


add	O
task	DESCRIPTION
until	O
today	O
.	O

add	O
task	DESCRIPTION
before	O
Oct	O
18	O
.	O

add	O
task	DESCRIPTION
till	O
tmr	O
.	O

add	O
task	DESCRIPTION
by	O
this	O
week	O
.	O

add	O
reading	DESCRIPTION
books	DESCRIPTION
until	O
tomorrow	O
